This is the complete list of games supported by MAME 0.74 (Sep 14 2003).
Variants of the same game are not included, you can use the -listclones command
to get a list of the alternate versions of a given game.

This list is generated automatically and is not 100% accurate (particularly in
the Screen Flip column). Please let us know of any errors so we can correct
them.

Here are the meanings of the columns:

Working
=======
  NO: Emulation is still in progress; the game does not work correctly. This
  means anything from major problems to a black screen.

Correct Colors
==============
    YES: Colors should be identical to the original.
  CLOSE: Colors are nearly correct.
     NO: Colors are completely wrong. 
  
  Note: In some cases, the color PROMs for some games are not yet available.
  This causes a NO GOOD DUMP KNOWN message on startup (and, of course, the game
  has wrong colors). The game will still say YES in this column, however,
  because the code to handle the color PROMs has been added to the driver. When
  the PROMs are available, the colors will be correct.

Sound
=====
  PARTIAL: Sound support is incomplete or not entirely accurate. 

  Note: Some original games contain analog sound circuitry, which is difficult
  to emulate. Therefore, these emulated sounds may be significantly different.

Screen Flip
===========
  Many games were offered in cocktail-table models, allowing two players to sit
  across from each other; the game's image flips 180 degrees for each player's
  turn. Some games also have a "Flip Screen" DIP switch setting to turn the
  picture (particularly useful with vertical games).
  In many cases, this feature has not yet been emulated.

Internal Name
=============
  This is the unique name that must be used when running the game from a
  command line.

  Note: Each game's ROM set must be placed in the ROM path, either in a .zip
  file or in a subdirectory with the game's Internal Name. The former is
  suggested, because the files will be identified by their CRC instead of
  requiring specific names.

+----------------------------------+-------+-------+-------+-------+----------+
|                                  |       |Correct|       |Screen | Internal |
| Top Ranking Stars                |  Yes  |  Yes  |  Yes  |  Yes  | trstar   |
| Top Secret                       |  Yes  |  Yes  |  Yes  |  Yes  | topsecex |
| Top Speed                        |  Yes  |  Yes  |  Yes  |  Yes  | topspeed |
| Toride II Adauchi Gaiden         |  Yes  |  Yes  |   No  |  Yes  | toride2g |
| Tornado Baseball                 |  Yes  |  Yes  |   No  |  Yes  | tornbase |
| Toryumon                         |  Yes  |  Yes  |  Yes  |  Yes  | toryumon |
| Total Carnage                    |  Yes  |  Yes  |  Yes  |  Yes  | totcarn  |
| TouchDown Fever                  |  Yes  |  Yes  |  Yes  |   No  | tdfever  |
| Tough Turf                       |  Yes  |  Yes  |   No  |  Yes  | tturf    |
| Tournament Table                 |  Yes  |  Yes  |  Yes  |  Yes  | tourtabl |
| Tower of Druaga                  |  Yes  |  Yes  |  Yes  |  Yes  | todruaga |
| Toypop                           |  Yes  |  Yes  |  Yes  |  Yes  | toypop   |
| Track & Field                    |  Yes  |  Yes  |  Yes  |  Yes  | trackfld |
| Tranquilizer Gun                 |  Yes  |  Yes  |   No  |  Yes  | tranqgun |
| Transformer                      |  Yes  |  Yes  |  Yes  |  Yes  | transfrm |
| Traverse USA / Zippy Race        |  Yes  |  Yes  |  Yes  |  Yes  | travrusa |
| Tri-Pool                         |  Yes  |  Yes  |  Yes  |  Yes  | tripool  |
| Tri-Sports                       |  Yes  |  Yes  |  Yes  |  Yes  | trisport |
| Trick Trap                       |  Yes  |  Yes  |  Yes  |  Yes  | tricktrp |
| Tricky Doc                       |  Yes  |  Yes  |  Yes  |  Yes  | trckydoc |
| Trio The Punch - Never Forget Me.|  Yes  |  Yes  |  Yes  |  Yes  | triothep |
| Triple Hunt                      |  Yes  |  Yes  |   No  |  Yes  | triplhnt |
| Triple Punch                     |  Yes  |  Yes  |  Yes  |  Yes  | triplep  |
| Triv Quiz                        |  Yes  |   No  |  Yes  |  Yes  | trivquiz |
| Trivial Pursuit                  |  Yes  |  Yes  |  Yes  |  Yes  | triviag2 |
| Trivial Pursuit                  |  Yes  |  Yes  |  Yes  |  Yes  | triviasp |
| Trivial Pursuit                  |  Yes  |  Yes  |  Yes  |  Yes  | triviag1 |
| Trivial Pursuit                  |  Yes  |  Yes  |  Yes  |  Yes  | triviabb |
| Trivial Pursuit                  |  Yes  |  Yes  |  Yes  |  Yes  | triviayp |
| Trog                             |  Yes  |  Yes  |  Yes  |  Yes  | trog     |
| Trojan                           |  Yes  |  Yes  |  Yes  |  Yes  | trojan   |
| Tron                             |  Yes  |  Yes  |  Yes  |  Yes  | tron     |
| Tropical Angel                   |  Yes  |  Yes  |  Yes  |  Yes  | troangel |
| Truco-Tron                       |  Yes  |  Yes  |   No  |  Yes  | truco    |
| Truxton / Tatsujin               |  Yes  |  Yes  |  Yes  |  Yes  | truxton  |
| Truxton II / Tatsujin II / Tatsuj|  Yes  |  Yes  |  Yes  |  Yes  | truxton2 |
| Tube Panic                       |  Yes  |  Yes  |  Yes  |  Yes  | tubep    |
| Tugboat                          |  Yes  |  Yes  |  Yes  |  Yes  | tugboat  |
| Tumble Pop                       |  Yes  |  Yes  |  Yes  |  Yes  | tumblep  |
| Tunnel Hunt                      |  Yes  |  Yes  |  Yes  |  Yes  | tunhunt  |
| Turbo                            |  Yes  |  Yes  | Yes(2)|   No  | turbo    |
| Turbo Force                      |  Yes  |  Yes  |  Yes  |   No  | turbofrc |
| Turbo Tag                        |  Yes  |  Yes  |   No  |  Yes  | turbotag |
| Turkey Shoot                     |  Yes  |  Yes  |  Yes  |  Yes  | tshoot   |
| Turtle Ship                      |  Yes  |  Yes  |  Yes  |  Yes  | turtship |
| Turtles                          |  Yes  |  Yes  |  Yes  |  Yes  | turtles  |
| Tutankham                        |  Yes  |  Yes  |  Yes  |  Yes  | tutankhm |
| Twin Bee Yahhoo!                 |  Yes  |  Yes  |  Yes  |  Yes  | tbyahhoo |
| Twin Cobra                       |  Yes  |  Yes  |  Yes  |  Yes  | twincobr |
| Twin Eagle - Revenge Joe's Brothe|  Yes  |  Yes  |  Yes  |  Yes  | twineagl |
| Twin Eagle II - The Rescue Missio|   No  |  Yes  |  Yes  |   No  | twineag2 |
| Twin Hawk                        |  Yes  |  Yes  |  Yes  |  Yes  | twinhawk |
| Twin Qix                         |  Yes  |  Yes  |  Yes  |  Yes  | twinqix  |
| TwinBee                          |  Yes  |  Yes  |  Yes  |  Yes  | twinbee  |
| Twinkle Star Sprites             |  Yes  |  Yes  |  Yes  |  Yes  | twinspri |
| Two Tigers                       |  Yes  |  Yes  |  Yes  |  Yes  | twotiger |
| U.N. Defense Force: Earth Joker  |  Yes  |  Yes  |  Yes  |  Yes  | earthjkr |
| U.N. Squadron                    |  Yes  |  Yes  |  Yes  |  Yes  | unsquad  |
| U.S. Championship V'ball         |  Yes  |  Yes  |  Yes  |  Yes  | vball    |
| U.S. Classic                     |  Yes  |   No  |  Yes  |  Yes  | usclssic |
| US AAF Mustang                   |   No  |  Yes  |   No  |  Yes  | mustang  |
| Ultimate 11 - The SNK Football Ch|  Yes  |  Yes  |  Yes  |  Yes  | ssideki4 |
| Ultimate Tennis                  |  Yes  |  Yes  |  Yes  |  Yes  | ultennis |
| Ultra Balloon                    |  Yes  |  Yes  |  Yes  |  Yes  | uballoon |
| Ultra Maru-hi Mahjong            |  Yes  |  Yes  |  Yes  |  Yes  | ultramhm |
| Ultra Tank                       |  Yes  |  Yes  |  Yes  |  Yes  | ultratnk |
| Ultra Toukon Densetsu            |  Yes  |  Yes  |  Yes  |  Yes  | utoukond |
| Ultra X Weapons / Ultra Keibitai |  Yes  |  Yes  |  Yes  |   No  | ultrax   |
| Ultraman                         |  Yes  |  Yes  |  Yes  |  Yes  | ultraman |
| Ultraman Club - Tatakae! Ultraman|  Yes  |  Yes  |  Yes  |  Yes  | umanclub |
| Under Fire                       |  Yes  |  Yes  |  Yes  |  Yes  | undrfire |
| Undercover Cops                  |  Yes  |  Yes  |  Yes  |  Yes  | uccops   |
| UniWar S                         |  Yes  |  Yes  |  Yes  |  Yes  | uniwars  |
| Untitled Fighter 'BB'            |  Yes  |  Yes  |   No  |  Yes  | bbprot   |
| Untouchable                      |  Yes  |  Yes  |  Yes  |  Yes  | untoucha |
| Uo Poko                          |  Yes  |  Yes  |  Yes  |  Yes  | uopoko   |
| Up'n Down                        |  Yes  |  Yes  |  Yes  |  Yes  | upndown  |
| Us vs. Them                      |   No  |  Yes  |  Yes  |  Yes  | usvsthem |
| V-Five                           |  Yes  |  Yes  |   No  |  Yes  | vfive    |
| VS Block Breaker                 |  Yes  |  Yes  |  Yes  |  Yes  | vblokbrk |
| VS Gong Fight                    |  Yes  | Close |  Yes  |  Yes  | vsgongf  |
| Valkyrie No Densetsu             |  Yes  |  Yes  |  Yes  |  Yes  | valkyrie |
| Valtric                          |  Yes  |  Yes  |  Yes  |  Yes  | valtric  |
| Vampire Hunter 2: Darkstalkers Re| No(1) |  Yes  |  Yes  |  Yes  | vhunt2   |
| Vampire Savior 2: The Lord of Vam|  Yes  |  Yes  |  Yes  |  Yes  | vsav2    |
| Vampire Savior: The Lord of Vampi|  Yes  |  Yes  |  Yes  |  Yes  | vsav     |
| Van-Van Car                      |  Yes  |  Yes  |  Yes  |  Yes  | vanvan   |
| Vandyke                          |  Yes  |  Yes  |   No  |  Yes  | vandyke  |
| Vanguard                         |  Yes  |  Yes  |Part(2)|  Yes  | vanguard |
| Vanguard II                      |  Yes  |  Yes  |  Yes  |   No  | vangrd2  |
| Vapor Trail - Hyper Offence Forma|  Yes  |  Yes  |  Yes  |  Yes  | vaportra |
| Varth - Operation Thunderstorm   |  Yes  |  Yes  |  Yes  |  Yes  | varth    |
| Vasara                           |  Yes  |  Yes  |  Yes  |   No  | vasara   |
| Vastar                           |  Yes  |  Yes  |  Yes  |  Yes  | vastar   |
| Vendetta                         |  Yes  |  Yes  |  Yes  |  Yes  | vendetta |
| Venture                          |  Yes  |  Yes  |  Yes  |  Yes  | venture  |
| Vicious Circle                   |  Yes  |  Yes  |  Yes  |  Yes  | vcircle  |
| Victory                          |  Yes  |  Yes  |  Yes  |  Yes  | victory  |
| Victory Road                     |  Yes  |  Yes  |  Yes  |   No  | victroad |
| Video Eight Ball                 |  Yes  |  Yes  |Partial|   No  | 8ball    |
| Video Hustler                    |  Yes  |  Yes  |  Yes  |  Yes  | hustler  |
| Video Pinball                    |   No  |  Yes  |   No  |  Yes  | videopin |
| Viewpoint                        |  Yes  |  Yes  |  Yes  |  Yes  | viewpoin |
| Vigilante                        |  Yes  |  Yes  |  Yes  |   No  | vigilant |
| Vimana                           |  Yes  |  Yes  |   No  |  Yes  | vimana   |
| Vindicators                      |  Yes  |  Yes  |  Yes  |  Yes  | vindictr |
| Vindicators Part II              |  Yes  |  Yes  |  Yes  |  Yes  | vindctr2 |
| Violence Fight                   |  Yes  |  Yes  |  Yes  |  Yes  | viofight |
| Violent Storm                    |  Yes  |  Yes  |  Yes  |  Yes  | viostorm |
| Viper                            |  Yes  |  Yes  |  Yes  |  Yes  | viper    |
| Volfied                          |   No  |  Yes  |  Yes  |  Yes  | volfied  |
| Voltage Fighter - Gowcaizer / Cho|  Yes  |  Yes  |  Yes  |  Yes  | gowcaizr |
| Vs. Atari R.B.I. Baseball        |  Yes  |  Yes  |  Yes  |  Yes  | rbibb    |
| Vs. Balloon Fight                |  Yes  |  Yes  |  Yes  |  Yes  | balonfgt |
| Vs. BaseBall                     |  Yes  |  Yes  |  Yes  |  Yes  | vsbball  |
| Vs. Battle City                  |  Yes  |  Yes  |  Yes  |  Yes  | btlecity |
| Vs. Castlevania                  |  Yes  |  Yes  |  Yes  |  Yes  | cstlevna |
| Vs. Clu Clu Land                 |  Yes  |  Yes  |  Yes  |  Yes  | cluclu   |
| Vs. Dr. Mario                    |  Yes  |  Yes  |  Yes  |  Yes  | drmario  |
| Vs. Duck Hunt                    |  Yes  |  Yes  |  Yes  |  Yes  | duckhunt |
| Vs. Excitebike                   |  Yes  |  Yes  |  Yes  |  Yes  | excitebk |
| Vs. Gradius                      |  Yes  |  Yes  |  Yes  |  Yes  | vsgradus |
| Vs. Gumshoe                      |  Yes  |  Yes  |  Yes  |  Yes  | vsgshoe  |
| Vs. Hogan's Alley                |  Yes  |  Yes  |  Yes  |  Yes  | hogalley |
| Vs. Ice Climber                  |  Yes  |  Yes  |  Yes  |  Yes  | iceclimb |
| Vs. Ice Climber Dual             |  Yes  |  Yes  |  Yes  |  Yes  | iceclmrj |
| Vs. Mach Rider                   |  Yes  |  Yes  |  Yes  |  Yes  | machridr |
| Vs. Mahjang                      |  Yes  |  Yes  |  Yes  |  Yes  | vsmahjng |
| Vs. Mighty Bomb Jack             |  Yes  |  Yes  |  Yes  |  Yes  | mightybj |
| Vs. Ninja Jajamaru Kun           |  Yes  |  Yes  |  Yes  |  Yes  | jajamaru |
| Vs. Pinball                      |  Yes  |  Yes  |  Yes  |  Yes  | vspinbal |
| Vs. Platoon                      |  Yes  |   No  |  Yes  |  Yes  | platoon  |
| Vs. Raid on Bungeling Bay        |  Yes  |  Yes  |  Yes  |  Yes  | bnglngby |
| Vs. Slalom                       |  Yes  |  Yes  |  Yes  |  Yes  | vsslalom |
| Vs. Soccer                       |  Yes  |  Yes  |  Yes  |  Yes  | vssoccer |
| Vs. Star Luster                  |  Yes  |  Yes  |  Yes  |  Yes  | starlstr |
| Vs. Stroke and Match Golf        |  Yes  |  Yes  |  Yes  |  Yes  | smgolf   |
| Vs. Stroke and Match Golf        |  Yes  |  Yes  |  Yes  |  Yes  | ladygolf |
| Vs. Super Mario Bros.            |  Yes  |  Yes  |  Yes  |  Yes  | suprmrio |
| Vs. Super SkyKid                 |  Yes  |  Yes  |  Yes  |  Yes  | vsskykid |
| Vs. TKO Boxing                   |  Yes  |   No  |  Yes  |  Yes  | tkoboxng |
| Vs. Tennis                       |  Yes  |  Yes  |  Yes  |  Yes  | vstennis |
| Vs. Tetris                       |  Yes  | Close |  Yes  |  Yes  | vstetris |
| Vs. The Goonies                  |  Yes  |  Yes  |  Yes  |  Yes  | goonies  |
| Vs. Top Gun                      |  Yes  |  Yes  |  Yes  |  Yes  | topgun   |
| Vs. Wrecking Crew                |  Yes  |  Yes  |  Yes  |  Yes  | wrecking |
| Vulcan Venture                   |  Yes  |  Yes  |  Yes  |  Yes  | vulcan   |
| Vulgus                           |  Yes  |  Yes  |  Yes  |  Yes  | vulgus   |
| WEC Le Mans 24                   |  Yes  |  Yes  |  Yes  |  Yes  | wecleman |
| WWF Superstars                   |  Yes  |  Yes  |  Yes  |  Yes  | wwfsstar |
| WWF WrestleFest                  |  Yes  |  Yes  |  Yes  |  Yes  | wwfwfest |
| WWF: Wrestlemania                |  Yes  |  Yes  |  Yes  |  Yes  | wwfmania |
| Wacko                            |  Yes  |  Yes  |  Yes  |  Yes  | wacko    |
| Wai Wai Jockey Gate-In!          |  Yes  |  Yes  |  Yes  |  Yes  | wwjgtin  |
| Wakakusamonogatari Mahjong Yonshi|  Yes  |  Yes  |  Yes  |   No  | mj4simai |
| Waku Waku 7                      |  Yes  |  Yes  |  Yes  |  Yes  | wakuwak7 |
| Wall Crash                       |  Yes  |  Yes  |  Yes  |  Yes  | wallc    |
| Wall Street                      |  Yes  |  Yes  |Partial|   No  | wallst   |
| Wanted                           |  Yes  |  Yes  |  Yes  |  Yes  | wanted   |
| War Gods                         |  Yes  |  Yes  |Partial|  Yes  | wargods  |
| War of Aero - Project MEIOU      |  Yes  |  Yes  |  Yes  |  Yes  | wrofaero |
| War of the Bugs or Monsterous Man|  Yes  |  Yes  |  Yes  |  Yes  | warofbug |
| War of the Worlds                |  Yes  | Close |   No  |  Yes  | wotw     |
| Wardner                          |  Yes  |  Yes  |  Yes  |  Yes  | wardner  |
| Warlords                         |  Yes  |  Yes  |  Yes  |  Yes  | warlords |
| Warp & Warp                      |  Yes  |  Yes  |  Yes  |  Yes  | warpwarp |
| Warrior                          |  Yes  |  Yes  | Yes(2)|  Yes  | warrior  |
| Warrior Blade - Rastan Saga Episo|  Yes  |  Yes  |  Yes  |  Yes  | warriorb |
| Warriors of Fate                 |  Yes  |  Yes  |  Yes  |  Yes  | wof      |
| Watashiha Suzumechan             |   No  |  Yes  |  Yes  |  Yes  | suzume   |
| Water Match                      |  Yes  |  Yes  |  Yes  |  Yes  | wmatch   |
| Water Ski                        |  Yes  |  Yes  |  Yes  |  Yes  | waterski |
| Welltris                         |  Yes  |  Yes  |  Yes  |   No  | welltris |
| Wheel Of Fortune                 |  Yes  |  Yes  |  Yes  |  Yes  | wfortune |
| Who Dunit                        |  Yes  |  Yes  |  Yes  |  Yes  | whodunit |
| Wild Fang / Tecmo Knight         |  Yes  |  Yes  |  Yes  |  Yes  | wildfang |
| Wild West C.O.W.-Boys of Moo Mesa|  Yes  |  Yes  |  Yes  |  Yes  | moo      |
| Wild Western                     |  Yes  |  Yes  |  Yes  |  Yes  | wwestern |
| Willow                           |  Yes  |  Yes  |  Yes  |  Yes  | willow   |
| Wily Tower                       |  Yes  |  Yes  |   No  |  Yes  | wilytowr |
| Windjammers / Flying Power Disc  |  Yes  |  Yes  |  Yes  |  Yes  | wjammers |
| Wiping                           |  Yes  |  Yes  |  Yes  |  Yes  | wiping   |
| Wit's                            |  Yes  |  Yes  |  Yes  |  Yes  | wits     |
| Wiz                              |  Yes  |  Yes  |  Yes  |  Yes  | wiz      |
| Wizard Fire                      |  Yes  |  Yes  |  Yes  |  Yes  | wizdfire |
| Wizard of Wor                    |  Yes  |  Yes  | Yes(2)|  Yes  | wow      |
| Wolf Pack                        |  Yes  |  Yes  |   No  |  Yes  | wolfpack |
| Wonder Boy                       |  Yes  |  Yes  |  Yes  |  Yes  | wboy     |
| Wonder Boy III - Monster Lair    |  Yes  |  Yes  |  Yes  |  Yes  | wb3      |
| Wonder Boy in Monster Land       | No(1) |  Yes  |  Yes  |   No  | wbml     |
| Wonder Momo                      |  Yes  |  Yes  |  Yes  |  Yes  | wndrmomo |
| Wonder Planet                    |  Yes  |  Yes  |  Yes  |  Yes  | wndrplnt |
| World Beach Volley               |  Yes  |  Yes  |   No  |   No  | wbeachvl |
| World Class Bowling              |  Yes  |  Yes  |  Yes  |  Yes  | wcbowl   |
| World Court                      |  Yes  |  Yes  |  Yes  |  Yes  | wldcourt |
| World Grand Prix                 |  Yes  |  Yes  |  Yes  |  Yes  | wgp      |
| World Heroes                     |  Yes  |  Yes  |  Yes  |  Yes  | wh1      |
| World Heroes 2                   |  Yes  |  Yes  |  Yes  |  Yes  | wh2      |
| World Heroes 2 Jet               |  Yes  |  Yes  |  Yes  |  Yes  | wh2j     |
| World Heroes Perfect             |  Yes  |  Yes  |  Yes  |  Yes  | whp      |
| World Rally 2: Twin Racing       |   No  |  Yes  |  Yes  |  Yes  | wrally2  |
| World Series: The Season         |  Yes  |  Yes  |  Yes  |  Yes  | wseries  |
| World Soccer Finals              |  Yes  |  Yes  |  Yes  |  Yes  | wsf      |
| World Stadium                    |  Yes  |  Yes  |  Yes  |  Yes  | ws       |
| World Tennis                     |  Yes  |  Yes  |  Yes  |  Yes  | wtennis  |
| Wrestle War                      |  Yes  |  Yes  |  Yes  |  Yes  | wrestwar |
| X Multiply                       |  Yes  |  Yes  |  Yes  |   No  | xmultipl |
| X-Men                            |  Yes  |  Yes  |  Yes  |  Yes  | xmen     |
| X-Men Vs. Street Fighter         |  Yes  |  Yes  |  Yes  |  Yes  | xmvsf    |
| X-Men: Children of the Atom      |  Yes  |  Yes  |  Yes  |  Yes  | xmcota   |
| XX Mission                       |  Yes  |  Yes  |  Yes  |  Yes  | xxmissio |
| Xain'd Sleena                    |  Yes  |  Yes  |  Yes  |  Yes  | xsleena  |
| Xenophobe                        |  Yes  |  Yes  |  Yes  |  Yes  | xenophob |
| Xevious                          |  Yes  |  Yes  | Yes(2)|  Yes  | xevious  |
| Xexex                            |  Yes  |  Yes  |  Yes  |  Yes  | xexex    |
| Xor World                        |  Yes  |  Yes  |  Yes  |  Yes  | xorworld |
| Xybots                           |  Yes  |  Yes  |  Yes  |  Yes  | xybots   |
| Xyonix                           |  Yes  |  Yes  |  Yes  |  Yes  | xyonix   |
| Yam! Yam!?                       |  Yes  |  Yes  |  Yes  |  Yes  | yamyam   |
| Yamato                           |  Yes  |  Yes  |  Yes  |  Yes  | yamato   |
| Yes/No Sinri Tokimeki Chart      |  Yes  |  Yes  |  Yes  |  Yes  | yesnoj   |
| Yie Ar Kung-Fu                   |  Yes  |  Yes  |  Yes  |  Yes  | yiear    |
| Yosaku To Donbee                 |  Yes  |  Yes  |   No  |  Yes  | yosakdon |
| Youjyuden                        |  Yes  |  Yes  |  Yes  |  Yes  | youjyudn |
| Yuuyu no Quiz de GO!GO!          |  Yes  |  Yes  |  Yes  |  Yes  | yuyugogo |
| Zarya Vostoka                    |   No  |  Yes  |  Yes  |  Yes  | zaryavos |
| Zaviga                           |  Yes  |  Yes  |  Yes  |  Yes  | zaviga   |
| Zaxxon                           |  Yes  |  Yes  | Yes(2)|  Yes  | zaxxon   |
| Zed Blade / Operation Ragnarok   |  Yes  |  Yes  |  Yes  |  Yes  | zedblade |
| Zektor                           |  Yes  |  Yes  | Yes(2)|  Yes  | zektor   |
| Zero Hour                        |  Yes  |   No  |   No  |  Yes  | zerohour |
| Zero Point                       |  Yes  |  Yes  |  Yes  |  Yes  | zeropnt  |
| Zero Point 2                     |  Yes  |  Yes  |  Yes  |  Yes  | zeropnt2 |
| Zero Wing                        |  Yes  |  Yes  |  Yes  |  Yes  | zerowing |
| Zero Zone                        |  Yes  |  Yes  |  Yes  |  Yes  | zerozone |
| Zhong Guo Long II                |  Yes  |  Yes  |   No  |  Yes  | dragwld2 |
| Zig Zag                          |  Yes  |  Yes  |  Yes  |  Yes  | zigzag   |
| Zing Zing Zip                    |  Yes  |  Yes  |  Yes  |  Yes  | zingzip  |
| Zoar                             |  Yes  |  Yes  |  Yes  |  Yes  | zoar     |
| Zodiack                          |  Yes  | Close |  Yes  |  Yes  | zodiack  |
| Zombie Raid                      |  Yes  |  Yes  |  Yes  |   No  | zombraid |
| Zoo Keeper                       |  Yes  |  Yes  |  Yes  |  Yes  | zookeep  |
| Zunzunkyou No Yabou              |  Yes  |  Yes  |  Yes  |  Yes  | zunkyou  |
| Zwackery                         |  Yes  |  Yes  |  Yes  |  Yes  | zwackery |
